method,regime,num_cycles,density,samp_size,seed,d,num_nodes,threshold,ari_scc,fscore,var_precision,var_recall,var_fscore,var_shd,inter_scc_precision,inter_scc_recall,inter_scc_fscore,chosen_threshold,chosen_beta,bic_score,runtime_sec,num_sccs,max_scc_size,num_nontrivial,frac_nontrivial,has_cycles,num_parts_est
lacerda,hard,4,0.5,50000,7,10,10,0.005,0.0,0.7027027027027027,0.5178571428571429,1.0,0.6823529411764707,27,0.4375,1.0,0.6086956521739131,,,,0.6245403019711375,6,2,4,0.8,1,1
lacerda,hard,4,0.5,50000,7,10,10,0.01,0.1021548284118116,0.8125000000000001,0.7631578947368421,1.0,0.8656716417910448,9,0.7,1.0,0.8235294117647058,,,,0.4179062750190496,6,2,4,0.8,1,2
lacerda,hard,4,0.5,50000,7,10,10,0.05,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4158013581763953,6,2,4,0.8,1,6
lacerda,hard,4,0.5,50000,7,10,10,0.1,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4276825250126421,6,2,4,0.8,1,6
lacerda,hard,4,0.5,50000,7,10,10,0.2,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4225727920420468,6,2,4,0.8,1,6
lacerda,hard,4,0.5,50000,7,10,10,0.3,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4113402550574392,6,2,4,0.8,1,6
lacerda,hard,4,0.5,50000,7,10,10,0.5,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4439582719933241,6,2,4,0.8,1,6
lacerda,hard,4,0.5,50000,7,10,10,0.7,0.0,0.8695652173913044,1.0,0.4827586206896552,0.6511627906976745,15,1.0,0.5714285714285714,0.7272727272727273,,,,0.4500691019929945,6,2,4,0.8,1,10
lacerda,hard,4,0.5,50000,7,10,10,1.0,0.0,0.0,1.0,0.0,0.0,29,1.0,0.0,0.0,,,,0.4718374428339302,6,2,4,0.8,1,10
lacerda,hard,4,0.5,50000,8,10,10,0.001,0.0,0.6666666666666666,0.4044943820224719,1.0,0.576,53,0.3013698630136986,1.0,0.4631578947368421,,,,0.635896806139499,4,3,4,1.0,1,1
lacerda,hard,4,0.5,50000,8,10,10,0.005,0.0,0.6666666666666666,0.4074074074074074,0.9166666666666666,0.5641025641025641,51,0.3134328358208955,0.9545454545454546,0.4719101123595506,,,,0.6255867390427738,4,3,4,1.0,1,1
lacerda,hard,4,0.5,50000,8,10,10,0.01,0.0,0.7058823529411764,0.6666666666666666,1.0,0.8,18,0.55,1.0,0.7096774193548387,,,,0.6315022099297494,4,3,4,1.0,1,1
lacerda,hard,4,0.5,50000,8,10,10,0.05,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4179500469472259,4,3,4,1.0,1,4
lacerda,hard,4,0.5,50000,8,10,10,0.1,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4172444071155041,4,3,4,1.0,1,4
lacerda,hard,4,0.5,50000,8,10,10,0.2,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4164440101012587,4,3,4,1.0,1,4
lacerda,hard,4,0.5,50000,8,10,10,0.3,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4241419548634439,4,3,4,1.0,1,4
lacerda,hard,4,0.5,50000,8,10,10,0.5,1.0,1.0,1.0,0.9722222222222222,0.9859154929577464,1,1.0,1.0,1.0,,,,0.4441828690469265,4,3,4,1.0,1,4
lacerda,hard,4,0.5,50000,8,10,10,0.7,0.1902313624678663,1.0,1.0,0.5,0.6666666666666666,18,1.0,0.5909090909090909,0.7428571428571429,,,,0.4233106290921569,4,3,4,1.0,1,9
lacerda,hard,4,0.5,50000,8,10,10,1.0,0.0,0.0,1.0,0.0,0.0,36,1.0,0.0,0.0,,,,0.442326886113733,4,3,4,1.0,1,10
lacerda,hard,4,0.5,50000,9,10,10,0.001,0.0,0.5714285714285715,0.2808988764044944,1.0,0.4385964912280702,64,0.1818181818181818,1.0,0.3076923076923077,,,,0.6271959540899843,5,3,4,0.9,1,1
lacerda,hard,4,0.5,50000,9,10,10,0.005,0.0,0.6153846153846153,0.3380281690140845,0.96,0.5,48,0.2295081967213114,1.0,0.3733333333333333,,,,0.6156522009987384,5,3,4,0.9,1,1
lacerda,hard,4,0.5,50000,9,10,10,0.01,0.0,0.6399999999999999,0.4210526315789473,0.96,0.5853658536585366,34,0.2826086956521739,0.9285714285714286,0.4333333333333333,,,,0.4430940309539437,5,3,4,0.9,1,1
lacerda,hard,4,0.5,50000,9,10,10,0.05,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4116224150639027,5,3,4,0.9,1,5
lacerda,hard,4,0.5,50000,9,10,10,0.1,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4159290199168026,5,3,4,0.9,1,5
lacerda,hard,4,0.5,50000,9,10,10,0.2,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4179835240356624,5,3,4,0.9,1,5
lacerda,hard,4,0.5,50000,9,10,10,0.3,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4141046199947595,5,3,4,0.9,1,5
lacerda,hard,4,0.5,50000,9,10,10,0.5,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.439164362847805,5,3,4,0.9,1,5
lacerda,hard,4,0.5,50000,9,10,10,0.7,0.6341463414634146,0.7692307692307693,1.0,0.64,0.7804878048780487,9,1.0,0.5,0.6666666666666666,,,,0.4190028028097003,5,3,4,0.9,1,7
lacerda,hard,4,0.5,50000,9,10,10,1.0,0.0,0.0,1.0,0.0,0.0,25,1.0,0.0,0.0,,,,0.4582574449013918,5,3,4,0.9,1,10
